Tweet,Label
"Biden’s debacle? You mean Trump’s crap agreement he was forced to honor?

Where Trump’s 2/29/20 agreement between the U.S. & the Taliban released 5000 prisoners AND the new ruler of Afghanistan.

You really are a pathetic, hate filled liar.",1
The binding no-turning back US–Taliban deal was signed when Trump was President.,1
"And they dont think the same of Meta, Alphabet, Twitter et al. Y'all gullible af.",1
How about the government focuses on more important things. This is just a distraction to get nothing done and run on the same issues and same platform. Lather. Rinse. Repeat.,1
Most Americans **who answered this survey.,0
How about tiktok can have an HQ in the U.S. so that means we can still have Tiktok in the U.S.,0
It’s far more then a security threat. It’s made absolutely no positive ROI to the younger generation,0
Don’t American companies sell your data already?,1
"Sample size of 1943 for a country of 300,000,000? And don’t even factor in the political division and diversity. 😂😂😂",0
"Doesn’t Facebook, Google, and Instagram steal your data and share it? Can we ban those too?",1
"As if the government doesn’t already track you through Google, Facebook, YouTube, Instagram, Twitter, Snapchat, Maps, your bank account etc.",1
"Patriot Act...lol we gave up our Freedom a while back. But ""United We Stand"" was the motto then.",1
"What they don’t show is back of the Tee shirt, proudly sponsored by Meta and Snap.",1
How about the government worries about paying its debt off to other countries first. Just a thought.,1
"Ban Facebook ,more American children were bullied & pushed to kill themselves on Facebook more than any other SM platform.",1
It’s absolutely a witch hunt.,0
"A far left grand jury..... how on earth do you know what the political tendencies of the people serving on the grand jury? If you know the political leanings of the grand jurors, then you must also know know their names. Release them, release them now. But you don't and you don't know. Just another ass talker.",0
"Menu

EXCLUSIVE: Meg Reiss’s Twitter Account Exposed – Alvin Bragg’s Chief Assistant District Attorney Who Is Allegedly Running the Office – Is a Raging Trump-Hater and Not Shy About It",1
"With everything going on, it's almost like the far left wants a civil war to go along with the WWIII they are trying to start.",0
Are you gonna cry this much when he gets indicted in Georgia too?,0
"Or, and hear me out, a grand jury indicted a person who perhaps broke the law.  He will have his day in court.  I see nobody is saying he didn’t do anything, they attack the DA. Telling….",0
Carefully choreographed political theatre—like the recent unanimous “election” of Xi Jinping to rule over China .,1
"#tiktok is banned in China, how come do you have any authority to comment? BTW, did you even hold a hearing when you banned Facebook, YouTube, Google etc etc…",1
"All of these hearings are choreographed to some extent, but the evasive answer to this question is a good indication that the head of Tik Tok bends to the mandates of the Chinese Communist Party.",0
"Nope. You do collect and analyse data from western countries through tiktok.
Btw, it is an absolute genius intelligence operation.",0
"But at least it’s citizens are free to to challenge the government.
Unlike China which rules with fear.",0
It was so well choreographed that the guy refused to comment on China's persecution of the Uighurs! I wonder who the choreographer was?,1
"So Xi has encouraged Putin to place nuclear weapons in Belarus.

Was that part of his peace plan?🤪",1
"Law as a tool of social engineering, I forget who said that🤭✌",0
How many Chinese citizens are allowed to use Twitter?,1
"When you let tiktok in china along with twitter and facebook, then we’ll listen to your opinion in the west",1
When's the #CCP having a public hearing into the COVID outbreak? Any date/s set for that?,1
"Really Sister Hua?  Just changing the word from 'US' to the 'PRC' practically revealed the entire truth.  If not, why was the PRC Department of Commerce came out swinging to defend a so-called US/Singapore based private company?  Care to explain?",0
Nobody needs a future where a state has access to be able to coerce individuals from another country. China has access to Tik Tok accounts to this day.,0
And also highlighted how china has managed to unite democrats and republicans alike against the ccp threat,0
Open your eyes to how China has been doing it for decades. You can’t be that unaware. It is well understood how it works in China. Not to mention that a firewall can be undone in a matter of minutes.,0
So says the country that has banned all foreign social media (and then cloned their intellectual property to create Chinese copies of them).,1
Not to mention the free markets for social media in China 🙄,0
"Yaa , US wants to  make china bann but he can't make it directly because of china's buisness elements that his influence over it products so, he started stopping his buisness by blaming method and there he got the trick .....",0
How many US apps and websites are banned in China ? Hypocrites,1
How about your firewall ?,1
"Ms Hua, no need to argue. Basically it is about separation of duties and separation of powers. Whether it is tiktok or any other company, it is beholden to the CCP. CCP banned Google, Facebook, Twitter and even tiktok itself. So you know it is about security.",1
Bill Clinton paid Paula Jones 850k but no indictment there. Two tiered justice in the United States . #IMPEACHBIDENNOW,1
Looks like Trump finally won the popular vote.,0
"Trump remains under investigation for potential election interference in Georgia, for classified documents found at his Mar-a-Lago estate in Florida, and for his attempts to overturn the 2020 election results.",0
"""Make America Great Again""  
@realDonaldTrump
     This is political persecution and interference
 electoral to
 highest level in history.  #Trump #Trump2024",0
"This indictment is so wrong on every level. HRC did exact same thing in her creation of the #RussiaHoax so when shall we expect her indictment? (despite her paltry slap on the hand fine of $8k by FEC) On the flipside, it guarantees he wins 2024! #TRUMP2024ToSaveAmerica #Trump2023",0
"... and Americans think this is ok?
Why not indict Clinton for Benghazi?",1
"Indictment doesn’t = guilty
A Grand Jury can’t sentence a defendant
When Trump returns to the Oval Office
Biden will have to leave the USA, or jail",0
This will go down in history as the stupidest reason to indict a former president 🤦🏾‍♂️,0
SADDEST DAY IN AMERICAN HISTORY. DEMOCRATS ARE CORRUPT TRAITORS,0
You should have been indicted for the incident at the Standard Hotel!,1
Spare us your lecture! The American people know what you are. NO ONE cares what you have to say!,0
"If Trump was indicted over this, then Biden and his son BOTH need to have the same done to them. Idc about affairs, and hush money. I DO care about the multiple crimes and money received to several Biden’s from China. I DO care about the information on and cover up of Hunter’s lap top. And Fauci too… these crimes are WAY more concerning.",1
So it wasn’t unlawful when Bill Clinton paid hush money to several women?,1
No he didn’t lol Chen went to jail for five counts of tax fraud that’s like saying he went to jail for jaywalking because it’s on the list lol,0
How much did Bill Clinton pay?,1
Nonexistent crimes which you have been proven to have repeatedly lied about. How about you submit to an investigation into your entering of falsified information into an impeachment hearing? Or are you above the law?,1
You need to be investigated.   You should be one to be talking right now. You are a disgrace.  Sellout.,0
You lied under oath numerous times and fabricated evidence. You’re not above the law either shifty!  Y’all lit a fire in a lot of voters today! Can’t wait till he’s re-elected and has you behind bars!,0
Hank Clinton did the same thing and paid a fine,1
"How about politicians taking money from China, and Ukraine? Rules for the right ? How about using the DOJ as a weapon against anyone that disagrees with you?",1
It's not unprecedented when the former president is a lifelong criminal and now a traitor to the US,0
"Looking forward to your treason charges, especially since you hold high office and dangerously wielded your power to knowingly lie and defraud Americans. We are, as you say, a nation of laws!",0
We should bring ethics charges against any and all elected officials who used their office to lie to the American public.,0
